times,S_vals,I_vals,R_vals,D_vals
0.0,600.0,10.0,0.0,0.0
0.009383370205216067,599.9676943436123,10.030889335082058,0.0014163213056413593,0.0
0.10321707225737672,599.6391980768614,10.34497957333466,0.015822349803991238,0.0
0.46185931359134813,598.2880136923966,11.63682537850779,0.07516092909568724,0.0
1.1246620211964393,595.3428658544407,14.452168430140787,0.20496571541861405,0.0
2.0292892277345596,590.1809198527891,19.385049457017114,0.4340306901939127,0.0
3.188531230760769,581.0445468901598,28.111034260576577,0.8444188492637063,0.0
4.6234159731666855,564.3152978023672,44.07182939074844,1.6128728068844358,0.0
6.350815182069449,532.890073358943,73.98988787194503,3.1200387691120275,0.0
8.407834491517502,473.6359380984443,130.14341428853595,6.220647613019855,0.0
10.844526608845644,370.3525301769024,226.9564565129036,12.691013310194023,0.0
13.77653441971849,226.20636004791442,358.13477903416054,25.658860917925146,0.0
16.863133787855034,109.12888752349045,456.03910302434804,44.83200945216161,0.0
20.2598043104455,42.7375459596945,497.7706422101765,69.4918118301291,0.0
23.204336759460443,18.36911084385933,499.92675850134935,91.70413065479144,0.0
26.223928247526853,7.806457547358977,487.9781120057545,114.21543044688664,0.0
29.236655953404714,3.41203980812593,470.59970979242627,135.9882503994479,0.0
32.35040774930463,1.4998131941104373,450.8881041658202,157.61208264006947,0.0
35.54043012577785,0.6703147186717422,430.5312370055995,178.79844827572887,0.0
38.84922862825305,0.3022577960648335,409.94669800555573,199.75104419837953,0.0
42.280144419935795,0.1378021546779897,389.44827195369805,220.41392589162405,0.0
45.858543883490114,0.0633390389135195,369.07424068314816,240.8624202779384,0.0
49.59964284614439,0.02935110273336521,348.87414969586604,261.09649920140066,0.0
50.0,0.027100322169590272,346.77774420920605,263.1951554686244,0.0
